,Sentiments,text,lang
1099,2,mark lee says stan dreamnote!,en
1100,1,"Just a tribute to the Man himself. @TheRealStanLee #StanLee #Marvel
https://t.co/nYCq2LtCSJ",en
1101,3,"“See You Later, Buddy.”

First Stan Lee, and now him...

R.I.P: Stephen Hillenburg (1961-2018)

Also, yes, the blon… https://t.co/9uunykvm67",en
1102,3,"First #StanLee and now #StephenHillenburg , one more is gonna happen cuz it always happens in 3’s and that reality really creeps me out",en
1103,3,@ElvisTheAlienTV First Stan lee now this this. It’s a sad time for humanity,en
1104,1,"This is three idiots from the suburbs of NYC, talking about #StanLee We love you. Thank you for everything.… https://t.co/6toRmHi1Cp",en
1105,2,Amazing Fantasy #10 Marvel Comics 1962 Coverless Comic Stan Lee Steve Ditko https://t.co/rxrgJpRATF https://t.co/i4ETnxDSRA,en
1106,3,@JeffDLowe RIP Stan Lee https://t.co/TknWTA2fvR,en
1107,3,Damn first Stan Lee and now Stephen Hillenburg.. may they rest in peace 💙,en
1108,3,My childhood dead fr...,en
1109,3,"When did Stan Lee die, what was the Marvel Comics chief’s cause of death and what characters did he create?… https://t.co/g5xHBmBRL1",en
1110,3,@TheRealStanLee @Collectors01 @Avengers Stan Lee cameo in Avengers 4 leaked... https://t.co/Z5r7mGagJY,en
1111,1,Hopefully !!!.....#stanlee #marvel #marvelcinematicuniverse #avengers #spiderman #captainamerica #movies… https://t.co/HGygKjLxwC,en
1112,3,First Stan Lee and now the creator of spongebob... damn my childhood is taking the plunge to Rock Bottom for the holidays,en
1113,3,Stan Lee and Stephen Hillenburg died in the course of one month. Does anyone want to comment?,en
1114,3,Stan Lee’s cause of death revealed- Old as fuck.,en
1115,3,"@jongran @EmilyTails98 and what's more sad and disturbing it's that each one had they name started with ""St""  STeph… https://t.co/sOftt19AQV",en
1116,3,Sublimely arrogant monumentally uninformed Bill Mahr (perennial past guest at Hefner's adult playhouse) bashes the… https://t.co/RU9KEEU7jR,en
1117,3,So God gonna take Stan Lee and the homie??? Mannn 2018 need to end,en
1118,1,"stan lee and stephen hillenburg were some of the reasons why i got into cartoons, pop culture, and drawing as a kid… https://t.co/bZztQTBwbg",en
1119,3,First Stan Lee and now Stephen. Fuck this shit but... thanks for the memories my dude. Its going to be hard to get… https://t.co/oHxsWiak9X,en
1120,1,What Entrepreneurs Can Learn From Marvel Master Stan Lee https://t.co/tqq6DXnEwZ,en
1121,3,@toeatthispizza FIRST. STEFFANSON KARL STEFFANNSON. THEN STAN LEE. THEN STEPHEN HILLENGBERG. NOW THIS. WHY. WHY. WHYYYY,en
1122,2,"Stephen Hawking, Tom Wolfe, R. Lee Ermey, Verne Troyer, Stefan Karl, Mac Miller, Stan Lee and now Stephen Hillenbur… https://t.co/ZcX4Sk7ZQ2",en
1123,2,Stan Lee – Spiderman – Thor Shirt https://t.co/fHI7mmOdQj,en
1124,2,i’m still so sad Stan Lee gone,en
1125,1,also thank you for the Stan Lee cameo ‼️,en
1126,3,@Quantum_Surge64 no it's unfortunate that that happened but that's life you are born in the world you grow up you h… https://t.co/zhaAMeG2PU,en
1127,3,R.I.P. all these legends. A sad day indeed.,en
1128,3,This year we lost many legends. #Avicii #StanLee #StephenHillenburg #XXTENTACION just to name a few... WOW,en
1129,3,"#StanLee's was reportedly cremated, his cause of death revealed https://t.co/ADvu52KrlZ https://t.co/MVypF2SHaH",en
1130,3,"Spike Lee Stan Lee Bruce Lee

Coolest bros",en
1131,3,I liked a @YouTube video https://t.co/TfbunI9dmG Tara Strong Speaks In Harley Quinn Voice at Stan Lee's Comikaze,en
1132,3,"To quote the great Stan Lee.

""I guess one person can make a difference"" https://t.co/Nye8yaYJUl",en
1133,3,2013 Panini Golden Age Stan Lee Historic Signatures Autograph BGS 9 w/10 Auto! Bidding ends today at 10:48 pm ET!… https://t.co/KpYGKrgG6Y,en
1134,2,New episode from my other show!,en
1135,2,New episode recorded w/my brother.,en
1136,3,These niggas made my childhood RIP😪,en
1137,3,Stan Lee's Cause of Death Has Been Revealed: https://t.co/LnSuo9IQjG https://t.co/VvabnhFX6b,en
1138,3,@19fightme I stan a problematic groups (just like all YG artist excepet akmu and lee hi) 🤩🤩🤩,en
1139,3,2018 why are you doing this? First you took Stan Lee away now Stephen Hillenburg? Sana si Imelda Marcos na lang,en
1140,2,we stan,en
1141,2,okay but what if Marvel continued the Stan Lee cameo tradition by placing pictures of him on set or at random scene… https://t.co/61tuKr3eyE,en
1142,3,"first stan lee then this,,,, why are legends leavinG Us martY im sCarED",en
1143,3,Death certificate reveals cause of Stan Lee's death #ghanamotion https://t.co/lUGlhyXSaF https://t.co/lUGlhyXSaF,en
1144,3,stan lee then stephen hillenburg?? boi dis year too sad :(,en
1145,3,"It's quite weird that every single influential person that died this year has their name start with S
Stephen Hille… https://t.co/Dh37sxYuaA",en
1146,3,"“Package for Tony Stank?”
-Stan Lee",en
1147,3,"2018 is officially the worst year ever
we've lost:

Stephen Hawking

Stefan Karl

Stan Lee

Stephen Hillenburg

Even lil peep and XXX too",en
1148,3,first they take stan lee and now the creator of my childhood . Thank you for everything stephen hillenburg,en
1149,3,That brief moment when Stan Lee and Stephen Hillenburg crossed paths... https://t.co/AvL7Wjtdvn,en
1150,2,Stan Lee,en
1151,3,"Stan Lee, Marvel Comics Creator, Dead At 95 | NBC News https://t.co/ILrfQrl5bu",en
1152,2,... ourselves,en
1153,1,Check out Stan Lee Signed SPECTACULAR SPIDER-MAN #92 Marvel Comics 1984 w/ Hologram  https://t.co/s9j2YmUHof via @eBay,en
1154,3,"First Stan Lee now Stephen Hillenberg, oi chief @jesus will ya calm down? 😭 but thank you Stephen, for making m chi… https://t.co/fxBVlw9nk8",en
1155,1,Check out FANTASTIC FOUR #41 Marvel Comics 1965 Comic Book CGC 7.5 Frightful Four STAN LEE  https://t.co/QBiVuJiieW via @eBay,en
1156,3,"Neverforget

#stanLee #marvel #comics #art https://t.co/VnV2RAlIDP",en
1157,1,Why is he so beautiful 😭😭😭💗,en
1158,3,"Stan Lee created MARVEL, died this year.
Stephen Hillenburg created Spongebob, also died this year.

JC Punsalang created Donut, 0_0!",en
1159,1,Check out Stan Lee Signed SPECTACULAR SPIDER-MAN #6 Marvel Comics AUTO 1977 w/ Hologram   https://t.co/80Ym7PzQxM via @eBay,en
1160,3,"When Ariana released:
No Tears Left to Cry  - Avicci died
The Light is Coming - XXXtentacion died
Sweetener (album)… https://t.co/0i8ZJFbdUz",en
1161,2,Wall Art Home Decor Marvel Comics Stan Lee Pop Art poster print https://t.co/3ZS78RYHZF #Art #tyart2479 #Pins… https://t.co/ZGENdwoYMO,en
1162,3,Uuu uffff relatable!  Stan Lee Soo Man y'all,en
1163,3,"First Stan Lee, now Stephen Hillenburg.... ☹️",en
1164,3,"Mac Miller, Stan Lee, and now the creator for Spongebob. 2018 who hurt you?",en
1165,3,"Rest in Peace Stan 
You will always stay in our hearts
🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤",en
1166,2,Death happens in 3s they say. Who’s next.....👀,en
1167,2,"Empire Magazine Running 22-Page Tribute to STAN LEE
https://t.co/iusEHAZDtz https://t.co/cnqxeD6v2O",en
1168,3,"@Diamonzia Its the weird month.
I think the fact that Stan lee died, created a interdimensional rift that is suckin… https://t.co/yz9cSxrPoJ",en
1169,1,Stan Lee inspired signs of the day! The sign today is Thor! #inlovingmemoryofstanlee #stanlee #comics #superheros… https://t.co/QcUjcbw42R,en
1170,1,"Empire Magazine Running 22-Page Tribute to Stan Lee
https://t.co/kfBEpKp74D https://t.co/NdnbjG2nwu",en
1171,2,@danierruu @MacMiller Stan Lee,en
1172,3,My nigga Stan Lee made a cameo in Ralph Breaks the Internet,en
1173,2,@MysticsJL @JohnBetz @TMZ You still got that pic of me and Stan Lee?,en
1174,1,Just give him the entire issue. He deserves it.,en
1175,1,"@the_moviebob After calling out Bill Maher about Stan Lee? Come on, do better",en
1176,1,It’s been a little over 2 weeks.  In honor of the Great Stan Lee I’m running a Marvel special.  Any Marvel characte… https://t.co/MOSZBUwKH7,en
1177,2,@ChrisHewitt @HelenLOHara No one better,en
1178,1,"Also: it ends with a dedication to Stan Lee AND Steve Ditko, which I am very happy about.",en
1179,2,@TylerHuckabee Pretty sure you'll dig this https://t.co/eEWvEJuwu9,en
1180,2,shawn please don’t smoke another weed i don’t want you to overdose and pull a stan lee on us. as a fan i’m really w… https://t.co/XUISsq4uNK,en
1181,3,still unreal that 2018 took stephen hillenburg AND stan lee,en
1182,3,Fr tho 😕😭,en
1183,2,Honestly this needs at least as much attention as Stan Lee if not more imo,en
1184,2,I finally figured out who this dude looks like 🤣 I’m crine,en
1185,2,Only close-minded and ignorant people think others should know the same things and people they know. Yes I am talki… https://t.co/uw3lchb8ub,en
1186,2,People liking still my car vs man tweet and i still have only two likes on this ;-; feels bad man,en
1187,3,"Fuck. 
I just remembered Stan Lee died.. 
💔 
#Excelsior #rip",en
1188,3,"@KaddiCosplay 5 legends died this year and they all started with the letters ""St"".

Stefan Karl Stefansson
Stephen… https://t.co/TubgLKf65h",en
1189,3,We lost Anthony Bourdain and Stan Lee in the same year. Damn,en
1190,1,Enjoyed #Venom esp the Inner Voice haha! Stan Lee cameo right at the End. RIP!,en
1191,1,World-renowned political cartoonist @halltoons  will be joining us tomorrow at the South Campus LLC (G-300) for a d… https://t.co/4jzZ1zr9YD,en
1192,3,"Two legends gone in a matter of days., Rest in Piece #StanLee and #StephenHillenburg. Thank you for making my childhood amazing",en
1193,1,My kiddo will not leave this Roblox spot because it has Stan Lee’s gravesite. The background music is Amazing Grace… https://t.co/K66aRB1SnG,en
1194,3,"Me: ""The creator of Spongebob is dead!""

Elliot: ""yeah, rip Stan Lee""",en
1195,2,IS SOMEONE CUTTING ONIONS?,en
1196,3,@TheRealGDColon you forgot stan lee dummy,en
1197,3,@LeslieWeegee rip to everyone on the list except stan lee,en
1198,3,Stephen Hillenburg and Stan Lee... man November is not a good month,en
1199,1,A special shout-out to the wonderful Stan Lee cameo and touching final message. Bravo to all involved in this fantastic movie.,en
1200,3,awwww rip stan lee,en
1201,3,I liked a @YouTube video https://t.co/8Z49pXm7I7 Hitler is informed Stan Lee has died,en
1202,3,Rob @robertliefeld Liefeld creating Diehard before Stan Lee's entertained eyes. https://t.co/IjD7yiGuCe,en
1203,1,Also even though that Stan Lee cameo in Spider-Man PS4 wasn't sad it still got to me https://t.co/livxrHXwth,en
1204,1,"Wow, quite profound. Agree. (and she's hot too)",en
1205,1,"New post (Interview: 'Into the Spider-Verse' Producers Phil Lord and Chris Miller Talk Spider-Man, Stan Lee and Rei… https://t.co/V0CAnsM6s5",en
1206,2,"Alright. 
1.Stephan karl
2.Stan lee
3.stephen hillenburg",en
1207,2,"They say death come in 3. And he have a third...... 

1. Stan Lee- creator of Marvel 
2. Stephen Hillenburg- Creato… https://t.co/vBQ4012eBg",en
1208,2,"@Jaio_CG @TwisterDude161 @TheRealGDColon STeven Hawking
STefan Karl
STan Lee
STephan Hillenburg 

There's one more… https://t.co/z6kxCfBaY6",en
1209,2,"Do you stan any girl groups? — No but I sometimes listen to Taeyeon, Ailee and Lee Bada https://t.co/hjxHNUQtdZ",en
1210,2,"Don't forget about my boi Young Busco, aka the creator of the ""WHAT ARE THOSE!?!?"" meme.",en
1211,1,Stan Lee would be FURIOUS if he were alive,en
1212,2,@JaredLeto can you do a tribute for Stan lee?,en
1213,2,@bryanalvarez You should look up the philopsy of stan lee and the no prize.,en
1214,2,"🆕Here you have the latest XpressTee!
🎨Excelsior by Dr. Monekers now on sale from only 10,90€ within the first 24H!… https://t.co/2BsA0mFsO3",en
1215,3,"“Since Stan Lee has passed away, Deadpool should be the one making the came-” https://t.co/NYk6i3xoJM",en
1216,3,My whole childhood just slowly dying right before my eyes😭😭😭,en
1217,1,"Amen!!! 
She's Intrepidus 💖💖💖",en
1218,3,@FaithAsberry21 They really are wonderful. I still regret not meeting Stan Lee when he was there. And apparently To… https://t.co/5Vy7iNgui8,en
1219,1,I liked a @YouTube video https://t.co/MdvrWK5GLH Bill Maher Attacks Stan Lee &amp; Comic Books,en
1220,2,Couldn’t have said it better myself,en
1221,1,I liked a @YouTube video https://t.co/Vbdz41Bl4H Stan Lee's Last Video,en
1222,2,"“Ms. Loomer, claims she was pulled off Twitter after she accused new House member IIhan Omar of being anti-Jewish,… https://t.co/FzNynstIeU",en
1223,2,@Koribaby Ah. Definitely have to do this. And I’m dying to meet David Tennant. Like he is an absolute must for me.… https://t.co/RngOLGQib4,en
1224,1,"@TurnbullMalcolm @murpharoo So you're the new Stan Lee character, the Invisible Hand?",en
1225,2,it’s a mood,en
1226,2,What we all can learn from Marvel Master Stan Lee on crafting a #brand. @Entrepreneur @QManning… https://t.co/d6gHMLqxPs,en
1227,3,Stan Lee back 😓,en
1228,3,"Wait, we just lost one of Spongebob's creators?

But we just lost Stan Lee...
Death seriously, take the year off.… https://t.co/7lRva9GioR",en
1229,3,@LeslieWeegee Rest in peace indeed. Now one problem. How will the MARVEL movies be made with out Stan Lee?,en
1230,3,They need to make a Stan lee movie and by the end somehow Stan lee comes back to life. Because nobody with comics ever stays dead,en
1231,1,@JonathanMaberry @ChristopherGolden &amp; @JamesAMoore return to talk all things pop culture &amp; remember #StanLee… https://t.co/PaiBIIprlO,en
1232,1,"may Stan Lee and Stephen Hillenburg rest in peace. Thank you for making my childhood great.
(credit goes to the art… https://t.co/amsg4xRsIw",en
1233,1,Check out all our listings on #ebay! If you purchase now we can definitely get the toys to you by #christmas.… https://t.co/8sBwvta3xb,en
1234,3,"If ur name starts with ""ST"", I have bad news",en
1235,3,I liked a @YouTube video https://t.co/A9ktjCDCUb Stan Lee Died(1922-2018) Passed Away at age of 95 years old/Very bad news of MCU Fan,en
1236,2,"This is back-massage-with-a-cheese-grater painful. Let’s ignore Tara for a second, bc she’s always roadkill-stupid.… https://t.co/m0kIPXX5fL",en
1237,2,Check out all our listings on #ebay! If you purchase now we can definitely get the toys to you by #christmas.… https://t.co/iJFUOx1p5V,en
1238,2,"@SlickWraps @SlickWraps you have the marvel hero series for capitan America, iron man etc but where is the Stan lee wrap",en
1239,2,"Its been a tough year man 🤦🏽‍♂️ XXXTentacion, mac miller, Stan Lee, and Stephen Hillenburg all passed away. My hear… https://t.co/d3DtnmZiJU",en
1240,3,Stan Lee😔,en
1241,3,Stephen Hillenburg was my Stan Lee. CHange my fUckinG mInd,en
1242,1,"NEW ARTICLES: A look at the #StanLee documentary ""With Great Power"": https://t.co/VK8Sqfa9mM
and a quick look at th… https://t.co/xMau9kofGi",en
1243,1,"“Stan Lee inspired me.”

Says grown man sitting in front of toy collection ranting about women on the internet.",en
1244,1,It kinda sucks that Stan Lee won't have a cameo in the first MCU FANTASTIC FOUR movie.,en
1245,2,The Marvel Comics legend also suffered from aspiration pneumonia #StanLee #Marvel #MarvelComics #ALS https://t.co/wLZpAnUeYh via @geekspinco,en
1246,2,"@Nickelodeon First, Stan Lee, now this... Damn it, here come tears...",en
1247,2,"BANNED LAURA on THE UNITED STATES 🇺🇸BIGGEST FAMILY ❣️HOLIDAY 🦃WEEKEND 🦌

BIGGER THAN 🔥📗🔥📙🔥📘🔥 Shame @Twitter ☠️… https://t.co/pn9eiqykyh",en
1248,2,To the homie Stephen Hillenburg 😪😪,en
1249,1,"Stan Lee - one of the most creative man that the world knew. FanArt DONE! ✔
.
.
.
.
.
.
.
.
.
.
.
#pencil #art… https://t.co/GjrISNUwz4",en
1250,3,Wait it felt like FOREVER ago when Stephen Hawking passed.  Now I'm remembering just how slow this year has been,en
1251,2,SUBSCRIBE TO PEWDIEPIE #pewdiepie #pewds #youtube #ksi #logannpaul #fortnite #arianagrande #JustinBieber #ufc #nfl… https://t.co/95uMVjGaRN,en
1252,2,"@NoahShachtman Fox Nation thinks Stan Lee co-created Superman?

GTFO!

Sorry, that whole thing was as gawdawful as… https://t.co/eodR1zF36w",en
1253,2,Stan Lee Did Spiderman co did Hulk Black Panther Dr Strange Avengers Fantastic Four Ironman Xmen  @RealStanLee  Rip...  @TheRealStanLee look,en
1254,2,Support @LauraLoomer!,en
1255,2,Urethra lmaooooo,en
1256,3,RIP TO STAN LEE.,en
1257,1,@NoahShachtman I have to ask.... how the hell did he not know that Stan Lee only did Marvel??????? Wtf 😂😂😂😂😂😂,en
